Compound,mean EN difference,geom-mean_eta_both,MagpieData mean Electronegativity,max ionic char,MagpieData avg_dev MendeleevNumber,MagpieData minimum Electronegativity,MagpieData range MeltingT,MagpieData mean Row,MagpieData avg_dev NpValence,MagpieData mean GSbandgap,std_dev EN difference,Formation_energy
Te-CN-Nd,0.725,6.78288660973319,2.2075,0.59444549493668,24,1.14,3759.95,3.75,1.25,2.84925,0.997020561473032,-0.5272786575
Te-CN-Rh,0.155000000000001,7.24254644205403,2.4925,0.198203144033059,9,2.1,3759.95,3.5,1.25,2.84925,0.190918830920368,0.3177243575
Te-CN-Ru,0.195,7.13312564296656,2.4725,0.198203144033059,10.125,2.1,3759.95,3.5,1.25,2.84925,0.247487373415291,0.6127187075
Te-CN-Sc,0.615,9.41449401237671,2.2625,0.506187801966654,27,1.36,3759.95,3.25,1.25,2.84925,0.841457069611991,-0.3727706275
Te-CN-Sm,0.71,6.73337472335655,2.215,0.582814787035019,22.5,1.17,3759.95,3.75,1.25,2.84925,0.975807358037435,-0.51106408
Te-CN-Y,0.685,8.8737601918179,2.2275,0.563121432466778,26.625,1.22,3759.95,3.5,1.25,2.84925,0.940452018978108,-0.505987265
Te-F-Al,1.43,12.707140465538,2.56333333333333,0.754442710372489,8.22222222222222,1.61,879.97,3.33333333333333,1.55555555555556,0.811333333333333,0,-1.22191181
Te-F-Bi,1.02,7.62613348732143,2.7,0.617260240551931,2.44444444444444,2.02,669.16,4.33333333333333,0.666666666666667,0.811333333333333,0,-1.12763212
Te-F-Ce,1.92,7.19093509399715,2.4,0.870606871356709,34,1.12,1017.5,4.33333333333333,2,0.811333333333333,0,-2.4750963333
Te-F-Co,1.16,7.36019533192996,2.65333333333333,0.667960054655339,14.8888888888889,1.88,1714.5,3.66666666666667,2,0.811333333333333,0,-0.8781337733
Te-F-Cr,1.38,7.41491998312529,2.58,0.739616569076971,18.8888888888889,1.66,2126.5,3.66666666666667,2,0.811333333333333,0,-1.43183952
Te-F-Fe,1.21,8.3723961609063,2.63666666666667,0.685139312535294,16.2222222222222,1.83,1757.5,3.66666666666667,2,0.811333333333333,0,-0.9966749433
Te-F-Ga,1.23,9.13220485581011,2.63,0.691867378684938,7.77777777777778,1.81,669.16,3.66666666666667,1.55555555555556,0.811333333333333,0,-0.8750600767
Te-F-Gd,1.84,8.06283845703738,2.42666666666667,0.855156292905333,28.6666666666667,1.2,1532.5,4.33333333333333,2,0.811333333333333,0,-1.00270269
Te-F-In,1.26,8.3510379146538,2.62,0.701802720570113,7.33333333333333,1.78,669.16,4,1.55555555555556,0.811333333333333,0,-1.0709859233
Te-F-Ir,0.84,7.07351103029095,2.76,0.586707622229656,14,2.1,2685.5,4.33333333333333,2,0.811333333333333,0,-0.7132936433
Te-F-La,1.94,8.8362143997967,2.39333333333333,0.874267670405572,34.8888888888889,1.1,1139.5,4.33333333333333,2,0.811333333333333,0,-2.5914096767
Te-F-Lu,1.77,8.15369498857143,2.45,0.840550018252867,22.4444444444444,1.27,1882.5,4.33333333333333,2,0.811333333333333,0,-2.35887923
Te-F-Nd,1.9,7.44198197476018,2.40666666666667,0.866866114605718,32.2222222222222,1.14,1240.5,4.33333333333333,2,0.811333333333333,0,-2.4806107
Te-F-Rh,0.76,7.94630710703415,2.78666666666667,0.586707622229656,14.4444444444444,2.1,2183.5,4,2,0.811333333333333,0,-1.0565833567
Te-F-Ru,0.84,7.82625385222898,2.76,0.586707622229656,15.7777777777778,2.1,2553.5,4,2,0.811333333333333,0,-0.66248429
Te-F-Sc,1.68,10.3293035506532,2.48,0.820234130541532,35.7777777777778,1.36,1760.5,3.66666666666667,2,0.811333333333333,0,-2.29241852
Te-F-Sm,1.87,7.38765900179133,2.41666666666667,0.861103329501181,30.4444444444444,1.17,1291.5,4.33333333333333,2,0.811333333333333,0,-2.4649335
Te-F-Y,1.82,9.73602644353375,2.43333333333333,0.851088036998852,35.3333333333333,1.22,1745.5,4,2,0.811333333333333,0,-2.4742592667
Te-I-Al,0.77,10.2742246777158,2.12333333333333,0.240902461029019,8.88888888888889,1.61,546.62,4.33333333333333,1.55555555555556,0.508666666666667,0,-0.57157981
Te-I-Bi,0.36,6.16602996429339,2.26,0.097331587919058,3.55555555555556,2.02,335.81,5.33333333333333,0.666666666666667,0.508666666666667,0,-0.35465552
Te-I-Ce,1.26,5.8141548839383,1.96,0.447277935696606,34.6666666666667,1.12,684.15,5.33333333333333,2,0.508666666666667,0,-1.77236982333333
Te-I-Co,0.5,5.95100846781436,2.21333333333333,0.141097613792152,15.5555555555556,1.88,1381.15,4.66666666666667,2,0.508666666666667,0,-0.19736349
Te-I-Cr,0.72,5.99525550854829,2.14,0.221199216928595,19.5555555555556,1.66,1793.15,4.66666666666667,2,0.508666666666667,0,-0.6174287867
Te-I-Fe,0.55,6.76941279442717,2.19666666666667,0.158210250834464,16.8888888888889,1.83,1424.15,4.66666666666667,2,0.508666666666667,0,-0.06043622
Te-I-Ga,0.57,7.38374811752326,2.19,0.165251669366129,8.44444444444444,1.81,419.75,4.66666666666667,1.55555555555556,0.508666666666667,0,-0.3034967167
Te-I-Gd,1.18,6.51912317113288,1.98666666666667,0.413099512040662,29.3333333333333,1.2,1199.15,5.33333333333333,2,0.508666666666667,0,-1.5245534233
Te-I-In,0.6,6.75214380922036,2.18,0.176012566668297,8,1.78,335.81,5,1.55555555555556,0.508666666666667,0,-0.4719552933
Te-I-Ir,0.18,5.71921289314503,2.32,0.075405485239789,14.6666666666667,2.1,2352.15,5.33333333333333,2,0.508666666666667,0,-0.2615919867
Te-I-La,1.28,7.14442814968402,1.95333333333333,0.455779073674793,35.5555555555556,1.1,806.15,5.33333333333333,2,0.508666666666667,0,-1.7107526767
Te-I-Lu,1.11,6.592584263418,2.01,0.383085599679248,23.1111111111111,1.27,1549.15,5.33333333333333,2,0.508666666666667,0,-1.4840295867
Te-I-Nd,1.24,6.01713619705074,1.96666666666667,0.438756263556765,32.8888888888889,1.14,907.15,5.33333333333333,2,0.508666666666667,0,-1.6056325067
Te-I-Rh,0.1,6.42490297460812,2.34666666666667,0.075405485239789,15.1111111111111,2.1,1850.15,5,2,0.508666666666667,0,-0.4693856167
Te-I-Ru,0.18,6.32783517902465,2.32,0.075405485239789,16.4444444444444,2.1,2220.15,5,2,0.508666666666667,0,-0.0740745133
Te-I-Sc,1.02,8.35164966748835,2.04,0.344593745673159,36.4444444444444,1.36,1427.15,4.66666666666667,2,0.508666666666667,0,-1.4024990967
Te-I-Sm,1.21,5.97321392901907,1.97666666666667,0.425942090430698,31.1111111111111,1.17,958.15,5.33333333333333,2,0.508666666666667,0,-1.58766072
Te-I-Y,1.16,7.87196170691047,1.99333333333333,0.40452745776073,36,1.22,1412.15,5,2,0.508666666666667,0,-1.6080752933
Te-NC-Al,0.49,11.6541267530637,2.325,0.400239577896362,5.5,1.61,3759.95,3,1,2.84925,0.664680374315355,0.331154375
Te-NC-Bi,0.285,6.99417201990175,2.4275,0.229025515499885,4.25,2.02,3759.95,3.75,0.5,2.84925,0.37476659402887,0.44547938
Te-NC-Ce,0.735,6.59503759211402,2.2025,0.602118079548795,25.5,1.12,3759.95,3.75,1.25,2.84925,1.01116269709676,-0.665393927499999
Te-NC-Co,0.355,6.75027159401023,2.3925,0.285662686264043,9.375,1.88,3759.95,3.25,1.25,2.84925,0.473761543394987,0.5242891375
Te-NC-Cr,0.465,6.80046132971648,2.3375,0.378798640994549,12.75,1.66,3759.95,3.25,1.25,2.84925,0.629325035256027,0.165106565
Te-NC-Fe,0.38,7.67859349242932,2.38,0.306514536143557,10.5,1.83,3759.95,3.25,1.25,2.84925,0.509116882454314,0.5046861225
Te-NC-Ga,0.39,8.37543845629067,2.375,0.314923658853183,5.25,1.81,3759.95,3.25,1,2.84925,0.523259018078045,0.6179965775
Te-NC-Gd,0.695,7.39468817729885,2.2225,0.571043601320927,21,1.2,3759.95,3.75,1.25,2.84925,0.954594154601839,-0.5060439475
Te-NC-In,0.405,7.65900515863189,2.3675,0.327598737602997,5,1.78,3759.95,3.5,1,2.84925,0.544472221513641,0.42404101
Te-NC-Ir,0.195,6.48734421090027,2.4725,0.198203144033059,8.75,2.1,3759.95,3.75,1.25,2.84925,0.247487373415291,0.601714195
Te-NC-La,0.745,8.10397610003258,2.1975,0.609723571536479,26.25,1.1,3759.95,3.75,1.25,2.84925,1.02530483272049,-0.6533400075
Te-NC-Lu,0.66,7.47801562124371,2.24,0.543069966787304,15.75,1.27,3759.95,3.75,1.25,2.84925,0.905096679918781,-0.47992118
Te-NC-Nd,0.725,6.82528075164376,2.2075,0.59444549493668,24,1.14,3759.95,3.75,1.25,2.84925,0.997020561473032,-0.572663135
Te-NCO-Al,0.78,10.6318727391352,2.548,0.567089816109359,5.44,1.61,3768.2,2.8,1.04,2.2794,0.664680374315355,-0.430043886
Te-NCO-Bi,0.575,6.38067084791809,2.63,0.395951025061975,3.92,2.02,3768.2,3.4,0.64,2.2794,0.37476659402887,-0.319375708
Te-NCO-Ce,1.025,6.01654691723138,2.45,0.739616569076971,22.08,1.12,3768.2,3.4,1.28,2.2794,1.01116269709676,-1.19909588
Te-NCO-Co,0.645,6.15816440500354,2.602,0.455779073674793,9.04,1.88,3768.2,3,1.28,2.2794,0.473761543394987,-0.310171284
Te-NCO-Cr,0.755,6.20395169513228,2.558,0.547107278760105,11.2,1.66,3768.2,3,1.28,2.2794,0.629325035256027,-0.579131158
Te-NCO-Fe,0.67,7.00505756946561,2.592,0.476922164006862,9.76,1.83,3768.2,3,1.28,2.2794,0.509116882454314,-0.323147586
Te-NCO-Ga,0.68,7.64077804270772,2.588,0.485327755826721,5.2,1.81,3768.2,3,1.04,2.2794,0.523259018078045,-0.250314286
Te-NCO-Gd,0.985,6.74605530834486,2.466,0.714753054942695,18.24,1.2,3768.2,3.4,1.28,2.2794,0.954594154601839,-0.305058694
Te-NCO-In,0.695,6.98718744701725,2.582,0.497871893693153,5.04,1.78,3768.2,3.2,1.04,2.2794,0.544472221513641,-0.355038404
Te-NCO-Ir,0.485,5.91829997448119,2.666,0.361670071504925,8.56,2.1,3768.2,3.4,1.28,2.2794,0.247487373415291,-0.251715
Te-NCO-La,1.035,7.3931272932045,2.446,0.745613369000596,22.72,1.1,3768.2,3.4,1.28,2.2794,1.02530483272049,-1.173681794
Te-NCO-Lu,0.95,6.82207359770028,2.48,0.691867378684938,13.76,1.27,3768.2,3.4,1.28,2.2794,0.905096679918781,-1.059000184
Te-NCO-Nd,1.015,6.22659405530057,2.454,0.733531702186476,20.8,1.14,3768.2,3.4,1.28,2.2794,0.997020561473032,-1.086060482
Te-NCO-Rh,0.445,6.64855528568328,2.682,0.361670071504925,8.8,2.1,3768.2,3.2,1.28,2.2794,0.190918830920368,-0.4301695
Te-NCO-Ru,0.485,6.54810853840217,2.666,0.361670071504925,9.52,2.1,3768.2,3.2,1.28,2.2794,0.247487373415291,-0.186996118
Te-NCO-Sc,0.905,8.64237246233923,2.498,0.660947392745558,23.36,1.36,3768.2,3,1.28,2.2794,0.841457069611991,-1.03004264
Te-NCO-Sm,1,6.18114284328457,2.46,0.724240177376075,19.52,1.17,3768.2,3.4,1.28,2.2794,0.975807358037435,-1.103781798
Te-NCO-Y,0.975,8.145986456452,2.47,0.708320592678053,23.04,1.22,3768.2,3.2,1.28,2.2794,0.940452018978108,-1.129283944
Te-NC-Rh,0.155000000000001,7.28781353250159,2.4925,0.198203144033059,9,2.1,3759.95,3.5,1.25,2.84925,0.190918830920368,0.36974772
Te-NC-Ru,0.195,7.17770883566506,2.4725,0.198203144033059,10.125,2.1,3759.95,3.5,1.25,2.84925,0.247487373415291,0.66805869
Te-NCS-Al,0.493333333333333,10.5447223215153,2.376,0.400239577896362,5.6,1.61,3759.95,3,1.04,2.7198,0.664680374315355,0.0520624986
Te-NCS-Bi,0.288333333333333,6.32836791477216,2.458,0.229025515499885,4.08,2.02,3759.95,3.6,0.64,2.7198,0.37476659402887,0.1073076066
Te-NC-Sc,0.615,9.47333612756174,2.2625,0.506187801966654,27,1.36,3759.95,3.25,1.25,2.84925,0.841457069611991,-0.4041652925
Te-NCS-Ce,0.738333333333333,5.96722874071331,2.278,0.602118079548795,22.16,1.12,3759.95,3.6,1.28,2.7198,1.01116269709676,-0.6289206494
Te-NCS-Co,0.358333333333333,6.10768537719385,2.43,0.285662686264043,9.2,1.88,3759.95,3.2,1.28,2.7198,0.473761543394987,0.1685379626
Te-NCS-Cr,0.468333333333333,6.15309734478494,2.386,0.378798640994549,11.36,1.66,3759.95,3.2,1.28,2.7198,0.629325035256027,-0.1190661794
Te-NCS-Fe,0.383333333333333,6.94763648217372,2.42,0.306514536143557,9.92,1.83,3759.95,3.2,1.28,2.7198,0.509116882454314,0.1463529806
Te-NCS-Ga,0.393333333333333,7.57814589748728,2.416,0.314923658853183,5.44,1.81,3759.95,3.2,1.04,2.7198,0.523259018078045,0.2296546926
Te-NCS-Gd,0.698333333333333,6.69075728589536,2.294,0.571043601320927,18.32,1.2,3759.95,3.6,1.28,2.7198,0.954594154601839,-0.6365224174
Te-NCS-In,0.408333333333333,6.92991284272722,2.41,0.327598737602997,5.28,1.78,3759.95,3.4,1.04,2.7198,0.544472221513641,0.0970732026
Te-NCS-Ir,0.198333333333333,5.86978713699423,2.494,0.198203144033059,8.72,2.1,3759.95,3.6,1.28,2.7198,0.247487373415291,0.2085286726
Te-NCS-La,0.748333333333333,7.33252516346418,2.274,0.609723571536479,22.8,1.1,3759.95,3.6,1.28,2.7198,1.02530483272049,-0.7421205954
Te-NCS-Lu,0.663333333333333,6.76615244649194,2.308,0.543069966787304,13.84,1.27,3759.95,3.6,1.28,2.7198,0.905096679918781,-0.6218020734
Te-NC-Sm,0.71,6.77545940794341,2.215,0.582814787035019,22.5,1.17,3759.95,3.75,1.25,2.84925,0.975807358037435,-0.55828981
Te-NCS-Nd,0.728333333333333,6.17555410348932,2.282,0.59444549493668,20.88,1.14,3759.95,3.6,1.28,2.7198,0.997020561473032,-0.6663027234
Te-NCS-Rh,0.158333333333333,6.59405647969369,2.51,0.198203144033059,8.96,2.1,3759.95,3.4,1.28,2.7198,0.190918830920368,0.0302492366
Te-NCS-Ru,0.198333333333333,6.49443310343939,2.494,0.198203144033059,9.68,2.1,3759.95,3.4,1.28,2.7198,0.247487373415291,0.2691992846
Te-NCS-Sc,0.618333333333333,8.57153015752619,2.326,0.506187801966654,23.44,1.36,3759.95,3.2,1.28,2.7198,0.841457069611991,-0.5901994334
Te-NCS-Sm,0.713333333333333,6.13047545914843,2.288,0.582814787035019,19.6,1.17,3759.95,3.6,1.28,2.7198,0.975807358037435,-0.6780761554
Te-NCS-Y,0.688333333333333,8.07921307239969,2.298,0.563121432466778,23.12,1.22,3759.95,3.4,1.28,2.7198,0.940452018978108,-0.6914495414
Te-NC-Y,0.685,8.92922263288429,2.2275,0.563121432466778,26.625,1.22,3759.95,3.5,1.25,2.84925,0.940452018978108,-0.572412485
Te-NO-Al,0.445,11.0475954173475,2.5475,0.567089816109359,5.5,1.61,878.67,3,1,1.72525,1.01116269709676,-0.1953036275
Te-NO-Bi,1.18,6.63016495293344,2.65,0.395951025061975,2.25,2.02,667.86,3.75,0.5,1.72525,0.056568542494924,0.14699959
Te-NO-Ce,0.69,6.25180321303094,2.425,0.739616569076971,26.75,1.12,1016.2,3.75,1.375,1.72525,1.35764501987817,-1.0126867575
Te-NO-Co,1.25,6.39895816374523,2.615,0.455779073674793,10.625,1.88,1713.2,3.25,1.375,1.72525,0.155563491861041,0.0428515725
Te-NO-Cr,1.2,6.44653580777938,2.56,0.547107278760105,14,1.66,2125.2,3.25,1.375,1.72525,0,-0.2476850675
Te-NO-Fe,0.335,7.27896616160762,2.6025,0.476922164006862,11.75,1.83,1756.2,3.25,1.375,1.72525,0.855599205235722,-0.00257062
Te-NO-Ga,0.345,7.939544289208,2.5975,0.485327755826721,5.25,1.81,667.86,3.25,1,1.72525,0.869741340859453,0.130360455
Te-NO-Gd,0.65,7.00983651123965,2.445,0.714753054942695,22.25,1.2,1531.2,3.75,1.375,1.72525,1.30107647738325,-0.7337019675
Te-NO-In,1.3,7.26039728971534,2.59,0.497871893693153,5,1.78,667.86,3.5,1,1.72525,0.226274169979695,0.10116319
Te-NO-Ir,0.66,6.14971466277016,2.695,0.361670071504925,9.875,2.1,2684.2,3.75,1.375,1.72525,0,0.251744805
Te-NO-La,0.7,7.68221001212965,2.42,0.745613369000596,27.5,1.1,1138.2,3.75,1.375,1.72525,1.3717871555019,-0.863932315
Te-NO-Lu,0.615,7.08882723335639,2.4625,0.691867378684938,17,1.27,1881.2,3.75,1.375,1.72525,1.25157900270019,-0.7240414275
Te-NO-Nd,0.68,6.47006351927205,2.43,0.733531702186476,25.25,1.14,1239.2,3.75,1.375,1.72525,1.34350288425444,-0.75959174
Te-NO-Rh,0.11,6.90852408679889,2.715,0.361670071504925,10.25,2.1,2182.2,3.5,1.375,1.72525,0.537401153701776,-0.0081391925
Te-NO-Ru,0.66,6.80414971624557,2.695,0.361670071504925,11.375,2.1,2552.2,3.5,1.375,1.72525,0,0.1142467175
Te-NO-Sc,0.57,8.98030260073591,2.485,0.660947392745558,28.25,1.36,1759.2,3.25,1.375,1.72525,1.1879393923934,-1.0088916875
Te-NO-Sm,0.665,6.42283509452496,2.4375,0.724240177376075,23.75,1.17,1290.2,3.75,1.375,1.72525,1.32228968081884,-0.7228241725
Te-NO-Y,0.64,8.46450713380096,2.45,0.708320592678053,27.875,1.22,1744.2,3.5,1.375,1.72525,1.28693434175952,-0.7848638175
Te-OCN-Al,0.78,11.2054395346094,2.548,0.567089816109359,5.44,1.61,3768.2,2.8,1.04,2.2794,0.664680374315355,-0.177177166
Te-OCN-Bi,0.575,6.72489439357293,2.63,0.395951025061975,3.92,2.02,3768.2,3.4,0.64,2.2794,0.37476659402887,-0.10456684
Te-OCN-Ce,1.025,6.34112675559176,2.45,0.739616569076971,22.08,1.12,3768.2,3.4,1.28,2.2794,1.01116269709676,-0.87822898
Te-OCN-Co,0.645,6.49038420394637,2.602,0.455779073674793,9.04,1.88,3768.2,3,1.28,2.2794,0.473761543394987,0.001087072
Te-OCN-Cr,0.755,6.53864162045049,2.558,0.547107278760105,11.2,1.66,3768.2,3,1.28,2.2794,0.629325035256027,-0.292050472
Te-OCN-Fe,0.67,7.38296544334764,2.592,0.476922164006862,9.76,1.83,3768.2,3,1.28,2.2794,0.509116882454314,-0.006126362
Te-OCN-Ga,0.68,8.05298167648091,2.588,0.485327755826721,5.2,1.81,3768.2,3,1.04,2.2794,0.523259018078045,0.032584926
Te-OCN-Gd,0.985,7.10999056417769,2.466,0.714753054942695,18.24,1.2,3768.2,3.4,1.28,2.2794,0.954594154601839,-0.064264288
Te-OCN-In,0.695,7.36413126601271,2.582,0.497871893693153,5.04,1.78,3768.2,3.2,1.04,2.2794,0.544472221513641,-0.092622334
Te-OCN-Ir,0.485,6.23757960040478,2.666,0.361670071504925,8.56,2.1,3768.2,3.4,1.28,2.2794,0.247487373415291,0.079042964
Te-OCN-La,1.035,7.79197069870234,2.446,0.745613369000596,22.72,1.1,3768.2,3.4,1.28,2.2794,1.02530483272049,-0.972160704
Te-OCN-Lu,0.95,7.19010987766055,2.48,0.691867378684938,13.76,1.27,3768.2,3.4,1.28,2.2794,0.905096679918781,-0.816061456
Te-OCN-Nd,1.015,6.56250548752376,2.454,0.733531702186476,20.8,1.14,3768.2,3.4,1.28,2.2794,0.997020561473032,-0.889722922
Te-OCN-Rh,0.445,7.00723062382062,2.682,0.361670071504925,8.8,2.1,3768.2,3.2,1.28,2.2794,0.190918830920368,-0.120243034
Te-OCN-Ru,0.485,6.90136498935308,2.666,0.361670071504925,9.52,2.1,3768.2,3.2,1.28,2.2794,0.247487373415291,0.117341292
Te-OCN-Sc,0.905,9.10860997290237,2.498,0.660947392745558,23.36,1.36,3768.2,3,1.28,2.2794,0.841457069611991,-0.75561596
Te-OCN-Sm,1,6.51460227982778,2.46,0.724240177376075,19.52,1.17,3768.2,3.4,1.28,2.2794,0.975807358037435,-0.888535766
Te-OCN-Y,0.975,8.5854450036377,2.47,0.708320592678053,23.04,1.22,3768.2,3.2,1.28,2.2794,0.940452018978108,-0.868711678
Te-SCN-Al,0.493333333333333,10.3659636807632,2.376,0.400239577896362,5.6,1.61,3759.95,3,1.04,2.7198,0.664680374315355,0.0432749326
Te-SCN-Bi,0.288333333333333,6.22108671645024,2.458,0.229025515499885,4.08,2.02,3759.95,3.6,0.64,2.7198,0.37476659402887,0.5485390786
Te-SCN-Ce,0.738333333333333,5.86606972806008,2.278,0.602118079548795,22.16,1.12,3759.95,3.6,1.28,2.7198,1.01116269709676,-0.2856433034
Te-SCN-Co,0.358333333333333,6.0041452835926,2.43,0.285662686264043,9.2,1.88,3759.95,3.2,1.28,2.7198,0.473761543394987,0.1733388906
Te-SCN-Cr,0.468333333333333,6.04878740809509,2.386,0.378798640994549,11.36,1.66,3759.95,3.2,1.28,2.7198,0.629325035256027,-0.0230906434
Te-SCN-Fe,0.383333333333333,6.82985717835467,2.42,0.306514536143557,9.92,1.83,3759.95,3.2,1.28,2.7198,0.509116882454314,0.2647626326
Te-SCN-Ga,0.393333333333333,7.44967792851173,2.416,0.314923658853183,5.44,1.81,3759.95,3.2,1.04,2.7198,0.523259018078045,0.2258061906
Te-SCN-Gd,0.698333333333333,6.57733270802964,2.294,0.571043601320927,18.32,1.2,3759.95,3.6,1.28,2.7198,0.954594154601839,-0.4874474694
Te-SCN-In,0.408333333333333,6.81243399762107,2.41,0.327598737602997,5.28,1.78,3759.95,3.4,1.04,2.7198,0.544472221513641,0.1591271486
Te-SCN-Ir,0.198333333333333,5.77027999606435,2.494,0.198203144033059,8.72,2.1,3759.95,3.6,1.28,2.7198,0.247487373415291,0.1395626226
Te-SCN-La,0.748333333333333,7.20822106217673,2.274,0.609723571536479,22.8,1.1,3759.95,3.6,1.28,2.7198,1.02530483272049,-0.5907776014
Te-SCN-Lu,0.663333333333333,6.65144973763172,2.308,0.543069966787304,13.84,1.27,3759.95,3.6,1.28,2.7198,0.905096679918781,-0.4735502814
Te-SCN-Nd,0.728333333333333,6.07086347022545,2.282,0.59444549493668,20.88,1.14,3759.95,3.6,1.28,2.7198,0.997020561473032,-0.2050940614
Te-SCN-Rh,0.158333333333333,6.48227121523511,2.51,0.198203144033059,8.96,2.1,3759.95,3.4,1.28,2.7198,0.190918830920368,0.0423873126
Te-SCN-Ru,0.198333333333333,6.38433669704491,2.494,0.198203144033059,9.68,2.1,3759.95,3.4,1.28,2.7198,0.247487373415291,0.2569328766
Te-SCN-Sc,0.618333333333333,8.4262219138943,2.326,0.506187801966654,23.44,1.36,3759.95,3.2,1.28,2.7198,0.841457069611991,-0.4225274894
Te-SCN-Sm,0.713333333333333,6.02654901833493,2.288,0.582814787035019,19.6,1.17,3759.95,3.6,1.28,2.7198,0.975807358037435,-0.5208317134
Te-SCN-Y,0.688333333333333,7.94225079846458,2.298,0.563121432466778,23.12,1.22,3759.95,3.4,1.28,2.7198,0.940452018978108,-0.5305838414
Te-SH-Al,0.435,10.6318727391352,2.1225,0.209607008802607,6.375,1.61,919.46,3,1.75,2.62975,0.417193000900063,-0.4242281042
Te-SH-Bi,0.23,6.38067084791809,2.225,0.075405485239789,2,2.02,708.65,3.75,1.375,2.62975,0.127279220613579,-0.1494961467
Te-SH-Ce,0.68,6.01654691723138,2,0.413099512040662,28.125,1.12,1056.99,3.75,2,2.62975,0.763675323681471,-1.25356960675
Te-SH-Co,0.3,6.15816440500354,2.19,0.115294095056517,12,1.88,1753.99,3.25,2,2.62975,0.226274169979695,-0.2659789043
Te-SH-Cr,0.41,6.20395169513228,2.135,0.190711651828668,15.375,1.66,2165.99,3.25,2,2.62975,0.381837661840736,-0.5121689718
Te-SH-Fe,0.325,7.00505756946561,2.1775,0.131184943737157,13.125,1.83,1796.99,3.25,2,2.62975,0.261629509039023,-0.1462968643
Te-SH-Ga,0.335,7.64077804270772,2.1725,0.137762910230166,6,1.81,708.65,3.25,1.75,2.62975,0.275771644662754,-0.1762496693
Te-SH-Gd,0.64,6.74605530834486,2.02,0.378798640994549,23.625,1.2,1571.99,3.75,2,2.62975,0.707106781186548,-1.0989273593
Te-SH-In,0.35,6.98718744701725,2.165,0.147856211033789,5.625,1.78,708.65,3.5,1.75,2.62975,0.29698484809835,-0.2927226968
Te-SH-Ir,0.14,5.91829997448119,2.27,0.055972517082164,11.25,2.1,2724.99,3.75,2,2.62975,0,-0.2890478443
Te-SH-La,0.69,7.3931272932045,1.995,0.421663847129056,28.875,1.1,1178.99,3.75,2,2.62975,0.777817459305202,-1.2177501668
Te-SH-Lu,0.605,6.82207359770028,2.0375,0.348856349613711,18.375,1.27,1921.99,3.75,2,2.62975,0.657609306503489,-1.0911028268
Te-SH-Nd,0.67,6.22659405530057,2.005,0.40452745776073,26.625,1.14,1279.99,3.75,2,2.62975,0.749533188057741,-1.1507937717
Te-SH-Rh,0.1,6.64855528568328,2.29,0.055972517082164,11.625,2.1,2222.99,3.5,2,2.62975,0.056568542494924,-0.4072820668
Te-SH-Ru,0.14,6.54810853840217,2.27,0.055972517082164,12.75,2.1,2592.99,3.5,2,2.62975,0,-0.1371493343
Te-SH-Sc,0.56,8.64237246233923,2.06,0.310714689453374,29.625,1.36,1799.99,3.25,2,2.62975,0.5939696961967,-1.0458664418
Te-SH-Sm,0.655,6.18114284328457,2.0125,0.39166222482331,25.125,1.17,1330.99,3.75,2,2.62975,0.728319984622144,-1.1412154143
Te-SH-Y,0.63,8.145986456452,2.025,0.370229618598997,29.25,1.22,1784.99,3.5,2,2.62975,0.692964645562817,-1.1750934793
Cl-Br-Ba,2.17,6.3219691561976,2.33666666666667,0.724240177376075,38,0.89,828.4,4.33333333333333,2.22222222222222,1.31666666666667,0,-2.6187293467
Cl-Br-Be,1.49,11.0202711606383,2.56333333333333,0.468485606147228,12.2222222222222,1.57,1388.4,3,2.22222222222222,1.31666666666667,0,-1.16535718
Cl-Br-Ca,2.06,7.29913043999068,2.37333333333333,0.688513724152593,38.8888888888889,1,943.4,3.66666666666667,2.22222222222222,1.31666666666667,0,-2.5510248767
Cl-Br-Cd,1.37,5.88023646603292,2.60333333333333,0.417382851233086,10.8888888888889,1.69,422.62,4,2.22222222222222,1.31666666666667,0,-1.21473017
Cl-Br-Co,1.18,5.44988075939211,2.66666666666667,0.336084236664527,16.2222222222222,1.88,1596.4,3.66666666666667,2.22222222222222,1.31666666666667,0,-0.69844997
Cl-Br-Cu,1.16,5.47194529458664,2.67333333333333,0.327598737602997,13.5555555555556,1.9,1186.17,3.66666666666667,2.22222222222222,1.31666666666667,0,-0.5344782167
Cl-Br-Fe,1.23,5.24272006865319,2.65,0.357394966944066,17.5555555555556,1.83,1639.4,3.66666666666667,2.22222222222222,1.31666666666667,0,-0.70187287
Cl-Br-Mg,1.75,8.62469018000736,2.47666666666667,0.574982527866331,11.7777777777778,1.31,751.4,3.33333333333333,2.22222222222222,1.31666666666667,0,-1.9767590967
Cl-Br-Mn,1.51,5.68342367817519,2.55666666666667,0.476922164006862,18.8888888888889,1.55,1347.4,3.66666666666667,2.22222222222222,1.31666666666667,0,-0.8929350633
Cl-Br-Ni,1.15,5.51554829065634,2.67666666666667,0.323366153838271,14.8888888888889,1.91,1556.4,3.66666666666667,2.22222222222222,1.31666666666667,0,-0.98671593
Cl-Br-Pb,0.73,5.51554829065634,2.81666666666667,0.158210250834464,6,2.33,429.01,4.33333333333333,1.33333333333333,1.31666666666667,0,-1.1497811767
Cl-Br-Pd,0.86,5.1201814714325,2.77333333333333,0.205784147383453,14.4444444444444,2.2,1656.45,4,2.22222222222222,1.31666666666667,0,-0.5188532
